%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1728033279190091356,853,1728033279189699917,gps,0,1,36.1682366,128.4681355,122.054,0.374544,0.0,0.0,0.0,0.374544,0.0,0.0,0.0,0.6225210000000001,2
1728033279286307982,854,1728033279286046127,gps,0,1,36.1682369,128.4681355,122.024,0.37576899999999996,0.0,0.0,0.0,0.37576899999999996,0.0,0.0,0.0,0.6225210000000001,2
1728033279388081239,855,1728033279387545889,gps,0,1,36.1682375,128.4681355,122.006,0.37576899999999996,0.0,0.0,0.0,0.37576899999999996,0.0,0.0,0.0,0.6225210000000001,2
1728033279486220856,856,1728033279485827806,gps,0,1,36.1682378,128.4681355,122.018,0.37576899999999996,0.0,0.0,0.0,0.37576899999999996,0.0,0.0,0.0,0.6225210000000001,2
1728033279587151122,857,1728033279586879765,gps,0,1,36.168237999999995,128.46813559999998,122.004,0.376996,0.0,0.0,0.0,0.376996,0.0,0.0,0.0,0.6225210000000001,2
1728033279686805899,858,1728033279686468562,gps,0,1,36.1682385,128.46813559999998,122.003,0.376996,0.0,0.0,0.0,0.376996,0.0,0.0,0.0,0.6225210000000001,2
1728033279785905157,859,1728033279785412348,gps,0,1,36.1682388,128.4681355,121.997,0.376996,0.0,0.0,0.0,0.376996,0.0,0.0,0.0,0.6225210000000001,2
1728033279886868754,860,1728033279886437662,gps,0,1,36.1682391,128.46813559999998,121.99600000000001,0.378225,0.0,0.0,0.0,0.378225,0.0,0.0,0.0,0.6225210000000001,2
1728033279985009353,861,1728033279984700328,gps,0,1,36.168239199999995,128.46813559999998,121.991,0.378225,0.0,0.0,0.0,0.378225,0.0,0.0,0.0,0.6241000000000001,2
1728033280086047359,862,1728033280085626379,gps,0,1,36.1682394,128.46813559999998,121.988,0.378225,0.0,0.0,0.0,0.378225,0.0,0.0,0.0,0.6241000000000001,2
1728033280190385016,863,1728033280189906510,gps,0,1,36.1682396,128.46813559999998,121.99000000000001,0.378225,0.0,0.0,0.0,0.378225,0.0,0.0,0.0,0.6241000000000001,2
