%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1728111965326180176,22280,1728111965325737931,/map,0.018667532765926,-0.0030563307809835755,0.003661737226449581,0.9998143696422225,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.00010471975511965978,-0.0003141592653589793,-0.0051836278784231585,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.30400615,0.12748644999999997,9.757616749999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965336495319,22281,1728111965336120016,/map,0.01871127757982496,-0.003082182785677526,0.0036710848651535645,0.999813438285623,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.002234021442552742,0.0012217304763960308,-0.0011519173063162576,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.34323275000000003,0.04903325,9.826263299999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965346876579,22282,1728111965346367823,/map,0.018728839531927017,-0.0030903534128281568,0.003697476943117638,0.9998129869879798,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.008604473212332044,0.0023911010752322315,0.00783652834145454,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.3334261,0.08825984999999999,9.836069949999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965356836060,22283,1728111965356454459,/map,0.018781423586496628,-0.003124404251645901,0.0037331935476626237,0.9998117620292695,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.002827433388230814,0.002949606435870417,0.0024434609527920616,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.32361945,0.06864655,9.738003449999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965366558525,22284,1728111965366221121,/map,0.01877281213323296,-0.0031326703685146595,0.0037595049127243946,0.9998117993021406,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,-0.002478367537831948,0.0022689280275926286,0.002775073510670984,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.32361945,0.04903325,9.69877685,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965376271674,22285,1728111965375915203,/map,0.018781683114079118,-0.0031495958705155176,0.003786034640416925,0.9998114794134723,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.001832595714594046,-0.004118977034706617,-0.002722713633111154,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.38245935,-0.0,9.7674234,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965385978637,22286,1728111965385595781,/map,0.01878173335024546,-0.003140379161804303,0.0038120459513269153,0.9998114086250194,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,-5.235987755982989e-05,0.0015882496193148398,0.008779006137531478,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.3334261,-0.00980665,9.81645665,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965395707711,22287,1728111965395410900,/map,0.018799302883671258,-0.003157434522000686,0.0038298784408681615,0.9998109565560157,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.0019373154697137059,-0.005009094953223725,0.0032114058236695662,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.43149259999999995,-0.06864655,9.80665,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965405571453,22288,1728111965405237825,/map,0.01879067031623456,-0.0031747539679121617,0.003838903416279412,0.9998110293784873,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.0009424777960769379,0.0042935099599060505,0.001413716694115407,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.4707192,0.0,9.757616749999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965415713058,22289,1728111965415248837,/map,0.018773155441572015,-0.003157370960335259,0.0038385207788039317,0.9998114149186416,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,-0.0018849555921538759,-0.0019198621771937625,0.0025830872929516074,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.55897905,-0.0784532,9.80665,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965425655146,22290,1728111965425341892,/map,0.018773003462149957,-0.0031315235968349523,0.003820579932965385,0.9998115677816237,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,-0.0019896753472735357,-0.005672320068981571,-0.0007155849933176752,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.5197524499999999,-0.10787314999999999,9.7870367,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965437011713,22291,1728111965436553354,/map,0.018764191659876684,-0.003123159427597298,0.003802939058262813,0.9998118266159189,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,-0.004433136300065597,0.0023911010752322315,-0.008220500776893291,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.5197524499999999,-0.04903325,9.826263299999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965447003598,22292,1728111965446683265,/map,0.018746596046336928,-0.0031062665644480745,0.0037763827488676723,0.9998123099752473,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.0021642082724729686,0.0046251225177849735,-0.0043982297150257105,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.5099457999999999,-0.12748644999999997,9.81645665,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965458053824,22293,1728111965457679941,/map,0.018737726328629037,-0.003089340045316081,0.003749853983327251,0.9998126285385786,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.0044156830075456534,-0.0043982297150257105,0.0022689280275926286,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.5295591,-0.0784532,9.757616749999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965467790059,22294,1728111965467497154,/map,0.018746316524744785,-0.0030901252868554747,0.0037062558906653547,0.9998126276506706,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.0072082098107365804,0.001308996938995747,-0.0042935099599060505,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.48052585,-0.0980665,9.7085835,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
1728111965477471954,22295,1728111965477230266,/map,0.018746266700119158,-0.0030993410788100794,0.003680244248000251,0.999812696144613,0.00022689280275926284,0.0,0.0,0.0,0.00019198621771937625,0.0,0.0,0.0,0.00010471975511965978,0.0013788101090755204,-0.0028623399732707008,-0.012356931104119853,0.0005585053606381855,0.0,0.0,0.0,0.0004886921905584122,0.0,0.0,0.0,0.00010471975511965978,-0.37265269999999995,-0.00980665,9.836069949999999,0.0064,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0064
